data,dia,mes,ano,campanha,gride,balde,sp,dedos,dedos novos,ident,perdas,recaptura,saco,peso,pesototal,CRC,CC,BC,Quebrada,sexo,ovos,Local,OBS,cont indivíduo,cont capturas,,Problemas
8-jun-01,8,6,2001,13,11,M,Tropidurus_torquatus,7a3p,70_3_,73,NA,recaptura,5.50,26.00,20.50,83.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
14-jun-01,14,6,2001,13,16,B,Tropidurus_torquatus,10a3p,100_3_,103,2,,5.00,6.00,1.00,33.00,NA,NA,NA,NA,NA,IBGE,morreu,1,1,,
25-jun-01,25,6,2001,13,17,M,Tropidurus_torquatus,6a1p,60_1_,61,NA,recaptura,5.00,17.50,12.50,78.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
25-jun-01,25,6,2001,13,17,M,Tropidurus_torquatus,9a9p,90_9_,99,NA,recaptura,5.00,20.50,15.50,85.00,NA,NA,NA,NA,NA,IBGE,recaptura/espinho removido cravado no pescoço,1,1,,
8-jul-01,8,7,2001,14,16,B,Tropidurus_torquatus,10a6a5p,100_60_5_,105,NA,,5.00,7.50,2.50,48.00,NA,NA,NA,NA,NA,IBGE,falta 6a,1,1,,
10-jul-01,10,7,2001,14,16,B,Tropidurus_torquatus,10a4p,100_4_,104,NA,captura,5.00,7.00,2.00,42.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
29-jul-01,29,7,2001,14,13,M,Tropidurus_torquatus,10a6p,100_6_,106,NA,captura,5.00,8.50,3.50,49.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-ago-01,2,8,2001,15,10,M,Tropidurus_torquatus,9a1p,90_1_,91,NA,,5.00,32.00,27.00,95.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
13-ago-01,13,8,2001,15,14,B,Tropidurus_torquatus,10a6p,100_6_,106,NA,recaptura,5.00,8.50,3.50,49.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
23-ago-01,23,8,2001,15,14,M,Tropidurus_torquatus,10a8p,100_8_,108,NA,captura,4.75,8.25,3.50,50.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
7-set-01,7,9,2001,16,4,M,Tropidurus_torquatus,10a9p,100_9_,109,NA,captura,5.00,8.75,3.75,52.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
7-set-01,7,9,2001,16,4,M,Tropidurus_torquatus,10a1a,100_10_,110,NA,captura,5.00,8.50,3.50,52.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
7-set-01,7,9,2001,16,19,B,Tropidurus_torquatus,10a1a1p,100_10_1_,111,NA,,5.00,8.75,3.75,50.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
13-set-01,13,9,2001,16,3,B,Tropidurus_torquatus,10a7p,100_7_,107,NA,captura,4.80,9.10,4.30,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
13-set-01,13,9,2001,16,2,B,Tropidurus_torquatus,10a1a2p,100_10_2_,112,NA,,4.80,7.20,2.40,44.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
13-set-01,13,9,2001,16,18,M,Tropidurus_torquatus,10a1a3p,100_10_3_,113,NA,,4.80,9.40,4.60,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-set-01,17,9,2001,16,4,M,Tropidurus_torquatus,10a9p,100_9_,109,NA,recaptura,4.50,8.75,4.25,52.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
21-set-01,21,9,2001,16,1,A,Tropidurus_torquatus,10a4p,100_4_,104,NA,recaptura,4.00,8.75,4.75,56.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
25-set-01,25,9,2001,16,19,C,Tropidurus_torquatus,10a1a4p,100_10_4_,114,NA,,0.00,40.00,40.00,95.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
28-set-01,28,9,2001,16,19,A,Tropidurus_torquatus,8a6p,80_6_,86,NA,recaptura,3.00,22.25,19.25,80.50,NA,NA,NA,F,NA,IBGE,fêmea,1,1,,
2-out-01,2,10,2001,17,11,C,Tropidurus_torquatus,10a1a5p,100_10_5_,115,NA,,4.25,33.00,28.75,95.00,NA,NA,NA,M,NA,IBGE,macho,1,1,,
2-out-01,2,10,2001,17,16,B,Tropidurus_torquatus,10a1a6p,100_10_6_,116,NA,,3.00,32.00,29.00,95.50,NA,NA,NA,M,NA,IBGE,macho,1,1,,crc reduziu em pouco tempo
4-out-01,4,10,2001,17,10,B,Tropidurus_torquatus,NA,,cc,NA,,NA,NA,NA,65.00,NA,NA,NA,NA,NA,IBGE,fugiu antes da marcação,1,1,,
9-out-01,9,10,2001,17,7,C,Tropidurus_torquatus,9a,90_,90,NA,,2.75,13.75,11.00,71.00,NA,NA,NA,NA,NA,IBGE,anotação estranha no original,1,1,,
12-out-01,12,10,2001,17,3,C,Tropidurus_torquatus,10a2a,100_20_,120,NA,captura,4.10,16.25,12.15,72.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-out-01,12,10,2001,17,8,C,Tropidurus_torquatus,2a3p10a,20_3_100_,130,NA,captura,2.90,9.20,6.30,52.60,NA,NA,NA,NA,NA,IBGE,dedos cortados errados,1,1,,
15-out-01,15,10,2001,17,20,M,Tropidurus_torquatus,10a1a7p,100_10_7_,117,NA,,3.70,10.50,6.80,NA,NA,NA,NA,NA,NA,IBGE,fugiu antes da marcação,1,1,,
24-out-01,24,10,2001,17,16,C,Tropidurus_torquatus,10a1a8p,100_10_8_,118,NA,captura,12.00,42.00,30.00,95.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
26-out-01,26,10,2001,17,4,A,Tropidurus_torquatus,10a9p,100_9_,109,NA,recaptura,0.00,4.80,4.80,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
30-out-01,30,10,2001,17,16,M,Tropidurus_torquatus,10a1a8p,100_10_8_,118,NA,recaptura,1.80,31.50,29.70,96.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
30-out-01,30,10,2001,17,2,B,Tropidurus_torquatus,10a1a9p,100_10_9_,119,NA,captura,1.80,6.30,4.50,52.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
30-out-01,30,10,2001,17,10,B,Tropidurus_torquatus,10a2a,100_20_,120,NA,recaptura,1.80,13.25,11.45,72.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
30-out-01,30,10,2001,17,6,B,Tropidurus_torquatus,10a2a1p,100_20_1_,121,NA,,1.80,37.00,35.20,97.00,NA,NA,NA,NA,NA,IBGE,cauda regenerada,1,1,,
30-out-01,30,10,2001,17,17,C,Tropidurus_torquatus,10a2a2p,100_20_2_,122,NA,,1.70,30.50,28.80,95.00,NA,NA,NA,F,NA,IBGE,fêmea,1,1,,
6-nov-01,6,11,2001,18,17,B,Tropidurus_torquatus,10a1a8p,100_10_8_,118,NA,recaptura,1.70,32.00,30.30,97.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
27-nov-01,27,11,2001,18,14,A,Tropidurus_torquatus,10a8p,100_8_,108,NA,recaptura,4.90,12.25,7.35,62.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-dez-01,14,12,2001,19,14,C,Tropidurus_torquatus,10a8p,100_8_,108,NA,recaptura,2.30,10.25,7.95,65.00,NA,NA,NA,NA,NA,IBGE,"33 de cauda, partida ainda sem regenerar",1,1,,
24-dez-01,24,12,2001,19,16,B,Tropidurus_torquatus,7a8p,70_8_,78,NA,recaptura,2.30,30.25,27.95,91.00,NA,NA,NA,F,NA,IBGE,"fêmea grávida, coletada pra Paula",1,1,,
15-mar-02,15,3,2002,22,9,C,Tropidurus_torquatus,10a1a6p,100_10_6_,116b,NA,,0.70,21.25,20.55,81.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-abr-02,12,4,2002,23,2,B,Tropidurus_torquatus,10a7p,100_7_,107,NA,recaptura,2.40,17.25,14.85,79.00,NA,NA,NA,NA,NA,IBGE,Recaptura,1,1,,
17-abr-02,17,4,2002,23,16,B,Tropidurus_torquatus,10a2a4p,100_20_4_,124,NA,,4.90,6.60,1.70,40.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
1-mai-02,1,5,2002,24,2,M,Tropidurus_torquatus,9a1a2a3a4a,90_10_20_30_40_,91234,NA,captura,0.00,27.25,27.25,87.00,NA,NA,NA,NA,NA,IBGE,"faltam muitos dedos, provavelmente primeira captura, 1a sem ponta, peso do saco??",1,1,,
7-mai-02,7,5,2002,24,1,B,Tropidurus_torquatus,10a7p,100_7_,107,NA,recaptura,4.90,20.75,15.85,83.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-mai-02,12,5,2002,24,3,A,Tropidurus_torquatus,10a2a5p,100_20_5_,125,NA,,4.90,7.40,2.50,46.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-mai-02,12,5,2002,24,6,A,Tropidurus_torquatus,9a1a2a3a4a,90_10_20_30_40_,91234,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
18-mai-02,18,5,2002,24,9,B,Tropidurus_torquatus,10a2a6p,100_20_6_,126,NA,,6.00,20.25,14.25,80.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-jun-02,11,6,2002,25,1,M,Tropidurus_torquatus,10a1a9p,100_10_9_,119,NA,recaptura,2.25,18.25,16.00,83.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
5-jul-02,5,7,2002,26,7,A,Tropidurus_torquatus,10a1a9p,100_10_9_,119,NA,recaptura,4.75,20.25,15.50,82.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-jul-02,12,7,2002,26,6,A,Tropidurus_torquatus,10a2a7p,100_20_7_,107,NA,recaptura,5.00,22.00,17.00,89.00,NA,NA,NA,M,NA,IBGE,"107, 2a cortado por engano",1,1,,
6-ago-02,6,8,2002,27,16,B,Tropidurus_torquatus,10a2a8p,100_20_8_,128,NA,,5.00,24.50,19.50,87.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
6-ago-02,6,8,2002,27,16,B,Tropidurus_torquatus,10a2a9p,100_20_9_,129,NA,captura,5.00,10.50,5.50,57.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
6-ago-02,6,8,2002,27,17,B,Tropidurus_torquatus,10a3a,100_30_,130,NA,recaptura,4.80,9.70,4.90,56.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-ago-02,14,8,2002,27,4,M,Tropidurus_torquatus,10a3a1p,100_30_1_,131,NA,,4.70,7.40,2.70,47.00,NA,NA,NA,NA,NA,IBGE,jovem,1,1,,
14-ago-02,14,8,2002,27,16,C,Tropidurus_torquatus,10a3a2p,100_30_2_,132,NA,,4.80,7.90,3.10,52.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-ago-02,14,8,2002,27,18,B,Tropidurus_torquatus,10a3a3p,100_30_3_,133,NA,captura,4.75,11.75,7.00,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-ago-02,17,8,2002,27,18,A,Tropidurus_torquatus,10a3a,100_30_,130,NA,recaptura,NA,NA,NA,56.00,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
17-ago-02,17,8,2002,27,17,M,Tropidurus_torquatus,4a9p,40_9_,49,NA,recaptura,5.50,35.00,29.50,102.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
22-ago-02,22,8,2002,27,3,B,Tropidurus_torquatus,10a9p,100_9_,109,NA,recaptura,5.00,21.25,16.25,82.00,NA,NA,NA,F,NA,IBGE,NA,1,1,,
25-ago-02,25,8,2002,27,1,M,Tropidurus_torquatus,10a3a5p,100_30_5_,135,NA,,NA,NA,NA,63.00,NA,NA,NA,NA,NA,IBGE,"mancha amarela na coxa e cloaca, fugiu sem massa",1,1,,
25-ago-02,25,8,2002,27,4,M,Tropidurus_torquatus,10a3a6p,100_30_6_,136,NA,,5.00,39.00,34.00,102.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
25-ago-02,25,8,2002,27,16,B,Tropidurus_torquatus,10a3a7p,100_30_7_,137,NA,,5.00,11.00,6.00,61.00,NA,NA,NA,NA,NA,IBGE,"rosado na cauda e gular, lateral do ventre",1,1,,
25-ago-02,25,8,2002,27,18,B,Tropidurus_torquatus,10a3a8p,100_30_8_,138,NA,captura,5.20,9.00,3.80,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,crc variou muito em pouco tempo
29-ago-02,29,8,2002,27,19,C,Tropidurus_torquatus,10a3a3p,100_30_3_,133,NA,recaptura,5.25,12.25,7.00,66.00,NA,NA,NA,NA,NA,IBGE,fugiu no gride 20,1,1,,
29-ago-02,29,8,2002,27,4,C,Tropidurus_torquatus,10a3a9p,100_30_9_,139,NA,,5.25,13.75,8.50,68.00,NA,NA,NA,NA,NA,IBGE,mancha amarela na cloaca e coxa ,1,1,,
29-ago-02,29,8,2002,27,18,A,Tropidurus_torquatus,10a4a1p,100_40_1_,141,NA,,5.10,7.50,2.40,45.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
3-set-02,3,9,2002,28,3,A,Tropidurus_torquatus,10a4a2p,100_40_2_,142,NA,,4.80,9.70,4.90,57.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
3-set-02,3,9,2002,28,3,M,Tropidurus_torquatus,10a4a3p,100_40_3_,143,NA,,4.80,9.80,5.00,57.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
8-set-02,8,9,2002,28,20,A,Tropidurus_torquatus,10a3a3p,100_30_3_,133,2,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,Morto no balde com caranguejeira,1,1,,
8-set-02,8,9,2002,28,16,B,Tropidurus_torquatus,10a4a4p,100_40_4_,144,NA,,5.25,13.25,8.00,67.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
8-set-02,8,9,2002,28,16,B,Tropidurus_torquatus,10a4a5p,100_40_5_,145,NA,captura,5.20,9.10,3.90,50.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-set-02,12,9,2002,28,16,B,Tropidurus_torquatus,10a4a5p,100_40_5_,145,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
12-set-02,12,9,2002,28,3,C,Tropidurus_torquatus,10a4a6p,100_40_6_,146,NA,captura,4.75,10.50,5.75,61.00,NA,NA,NA,NA,NA,IBGE,Manchas amarelas,1,1,,
12-set-02,12,9,2002,28,4,M,Tropidurus_torquatus,10a4a7p,100_40_7_,147,NA,,4.50,39.50,35.00,105.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-set-02,17,9,2002,28,10,C,Tropidurus_torquatus,10a8a,100_80_,180,NA,captura,5.00,9.10,4.10,58.00,NA,NA,NA,NA,NA,IBGE,"cauda regenerada, já estava sem 8a",1,1,,
17-set-02,17,9,2002,28,6,A,Tropidurus_torquatus,4a0p,200_40_,240b,NA,,5.00,13.25,8.25,70.00,NA,NA,NA,NA,NA,IBGE,"já estava sem 4a, mas não é o 40",1,1,,
22-set-02,22,9,2002,28,17,B,Tropidurus_torquatus,10a3a8p,100_30_8_,138,NA,recaptura,5.25,11.00,5.75,63.00,NA,NA,NA,NA,NA,IBGE,cauda rosada,1,1,,
22-set-02,22,9,2002,28,12,A,Tropidurus_torquatus,10a4a5p,100_40_5_,145,NA,recaptura,5.10,9.00,3.90,53.00,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
22-set-02,22,9,2002,28,8,B,Tropidurus_torquatus,10a4a6p,100_40_6_,146,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
22-set-02,22,9,2002,28,4,A,Tropidurus_torquatus,10a4a9p,100_40_9_,149,NA,,5.10,8.80,3.70,54.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
22-set-02,22,9,2002,28,10,C,Tropidurus_torquatus,10a5a,100_50_,150,NA,captura,5.00,31.50,26.50,103.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
22-set-02,22,9,2002,28,14,B,Tropidurus_torquatus,10a5a1p,100_50_1_,151,NA,captura,5.25,10.50,5.25,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
22-set-02,22,9,2002,28,16,B,Tropidurus_torquatus,10a5a2p,100_50_2_,152,NA,captura,4.70,10.00,5.30,59.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
22-set-02,22,9,2002,28,16,B,Tropidurus_torquatus,10a5a3p,100_50_3_,153,NA,,5.25,15.25,10.00,73.00,NA,NA,NA,NA,NA,IBGE,cauda rosada,1,1,,
22-set-02,22,9,2002,28,18,A,Tropidurus_torquatus,10a5a4p,100_50_4_,154,NA,captura,5.25,11.75,6.50,65.00,NA,NA,NA,NA,NA,IBGE,manchas amarelas,1,1,,
22-set-02,22,9,2002,28,20,A,Tropidurus_torquatus,10a5a5p,100_50_5_,155,NA,,5.25,12.25,7.00,66.00,NA,NA,NA,NA,NA,IBGE,cauda laranja,1,1,,
22-set-02,22,9,2002,28,20,M,Tropidurus_torquatus,10a5a6p,100_50_6_,156,NA,,5.25,13.25,8.00,66.00,NA,NA,NA,NA,NA,IBGE,"manchas amarelas, machucado na cabeça",1,1,,
22-set-02,22,9,2002,28,20,M,Tropidurus_torquatus,10a5a7p,100_50_7_,157,NA,,5.25,13.25,8.00,67.00,NA,NA,NA,NA,NA,IBGE,manchas amarelas,1,1,,
2-out-02,2,10,2002,29,10,C,Tropidurus_torquatus,10a2a9p,100_20_9_,129,NA,recaptura,5.00,14.75,9.75,68.00,NA,NA,NA,NA,NA,IBGE,manchas amarelas,1,1,,
2-out-02,2,10,2002,29,20,A,Tropidurus_torquatus,10a3a,100_30_,130,NA,recaptura,5.00,12.25,7.25,65.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-02,2,10,2002,29,17,M,Tropidurus_torquatus,10a5a2p,100_50_2_,152,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,"cauda rosada, sem manchas, Recaptura recente",1,1,,
2-out-02,2,10,2002,29,7,B,Tropidurus_torquatus,10a5a4p,100_50_4_,154,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,"recaptura recente, manchas amarelas",1,1,,
2-out-02,2,10,2002,29,5,C,Tropidurus_torquatus,10a5a8p,100_50_8_,158,NA,,4.75,12.25,7.50,68.00,NA,NA,NA,NA,NA,IBGE,manchas amarelas,1,1,,
2-out-02,2,10,2002,29,13,M,Tropidurus_torquatus,10a5a9p,100_50_9_,159,NA,captura,4.75,10.50,5.75,61.00,NA,NA,NA,NA,NA,IBGE,"cauda rosada, sem manchas",1,1,,
2-out-02,2,10,2002,29,13,M,Tropidurus_torquatus,10a6a,100_60_,160,NA,,4.75,11.75,7.00,62.00,NA,NA,NA,NA,NA,IBGE,"cauda rosada, sem manchas",1,1,,
2-out-02,2,10,2002,29,15,B,Tropidurus_torquatus,10a6a1p,100_60_1_,161,NA,,7.40,9.80,2.40,45.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-02,2,10,2002,29,18,A,Tropidurus_torquatus,10a6a2p,100_60_2_,162,NA,,4.75,26.25,21.50,90.00,NA,NA,NA,M,NA,IBGE,"manchas pretas, cauda regenerada com tumor na ponta",1,1,,
2-out-02,2,10,2002,29,10,A,Tropidurus_torquatus,10a8a,100_80_,180,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
14-out-02,14,10,2002,29,11,C,Tropidurus_torquatus,10a2a9p,100_20_9_,129,NA,recaptura,NA,NA,NA,67.00,NA,NA,NA,NA,NA,IBGE,"Manchas amarelas, fugiu sem massa",1,1,,
14-out-02,14,10,2002,29,18,A,Tropidurus_torquatus,10a3a,100_30_,130,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
14-out-02,14,10,2002,29,10,C,Tropidurus_torquatus,10a4a5p,100_40_5_,145,NA,recaptura,4.90,9.10,4.20,57.00,NA,NA,NA,NA,NA,IBGE,cauda rosada,1,1,,
14-out-02,14,10,2002,29,14,C,Tropidurus_torquatus,10a5a1p,100_50_1_,151,NA,recaptura,5.00,11.25,6.25,62.00,NA,NA,NA,NA,NA,IBGE,cauda rosada,1,1,,
14-out-02,14,10,2002,29,6,M,Tropidurus_torquatus,10a6a3p,100_60_3_,163,NA,,5.00,35.00,30.00,96.00,NA,NA,NA,F,NA,IBGE,"grávida (ovos palpáveis), face azulada",1,1,,
14-out-02,14,10,2002,29,18,B,Tropidurus_torquatus,10a6a4p,100_60_4_,164,NA,captura,5.00,12.75,7.75,68.00,NA,NA,NA,NA,NA,IBGE,manchas amarelas,1,1,,
14-out-02,14,10,2002,29,19,NA,Tropidurus_torquatus,10a6a5p,100_60_5_,165,NA,captura,5.00,13.25,8.25,69.00,NA,NA,NA,NA,NA,IBGE,manchas amarelas,1,1,,
18-out-02,18,10,2002,29,12,B,Tropidurus_torquatus,10a4a5p,100_40_5_,145,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura recente,1,1,,
18-out-02,18,10,2002,29,16,C,Tropidurus_torquatus,10a6a6p,100_60_6_,166,NA,,5.00,22.00,17.00,93.00,NA,NA,NA,F,NA,IBGE,"barriguda mas sem ovo, machucado na cabeça",1,1,,
13-dez-02,13,12,2002,31,9,C,Tropidurus_torquatus,10a5a,100_50_,150,NA,recaptura,4.75,40.00,35.25,98.00,NA,NA,NA,M,NA,IBGE,NA,1,1,,
13-dez-02,13,12,2002,31,10,C,Tropidurus_torquatus,10a5a9p,100_50_9_,159,NA,recaptura,4.75,14.25,9.50,66.00,NA,NA,NA,F,NA,IBGE,recaptura,1,1,,
13-dez-02,13,12,2002,31,17,M,Tropidurus_torquatus,10a6a4p,100_60_4_,164,NA,recaptura,4.75,16.50,11.75,70.00,NA,NA,NA,M,NA,IBGE,recaptura,1,1,,
29-jan-03,29,1,2003,32,18,M,Tropidurus_torquatus,10a6a4p,100_60_4_,164,NA,recaptura,5.00,17.25,12.25,71.50,NA,NA,NA,F,NA,IBGE,recaptura,1,1,,
14-fev-03,14,2,2003,33,17,C,Tropidurus_torquatus,10a2a2p,100_20_2_,122b,NA,,5.00,39.50,34.50,97.00,NA,NA,NA,F,NA,IBGE,recaptura,1,1,,o animal cresceu muito pouco em um ano de diferença
14-fev-03,14,2,2003,33,6,C,Tropidurus_torquatus,5a10a4p,50_100_4_,154,NA,recaptura,5.00,22.50,17.50,80.00,NA,NA,NA,M,NA,IBGE,recaptura,1,1,,
14-fev-03,14,2,2003,33,18,C,Tropidurus_torquatus,10a6a4p,100_60_4_,164,NA,recaptura,5.00,17.75,12.75,73.00,NA,NA,NA,M,NA,IBGE,recaptura,1,1,,
11-mar-03,11,3,2003,34,18,C,Tropidurus_torquatus,10a6a4p,100_60_4_,164,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-mar-03,11,3,2003,34,18,C,Tropidurus_torquatus,10a6a5p,100_60_5_,165,NA,recaptura,2.00,22.00,20.00,84.00,NA,NA,NA,NA,NA,IBGE,mesmo balde,1,1,,
21-abr-03,21,4,2003,35,19,A,Tropidurus_torquatus,10a6a5p,100_60_5_,165,NA,recaptura,2.50,22.00,19.50,"86,5",NA,NA,NA,NA,NA,IBGE,femea,1,1,,
21-abr-03,21,4,2003,35,19,B,Tropidurus_torquatus,10a7a1p,100_70_1_,171,NA,,5.00,20.50,15.50,81.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-mai-03,2,5,2003,36,18,A,Tropidurus_torquatus,10a6a4p,100_60_4_,164,NA,recaptura,1.50,14.25,12.75,75.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
16-mai-03,16,5,2003,36,18,M,Tropidurus_torquatus,10a6a5p,100_60_5_,165,NA,recaptura,5.00,25.50,20.50,86.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
17-jun-03,17,6,2003,37,16,B,Tropidurus_torquatus,10a1a,100_10_,110,NA,recaptura,4.75,8.75,4.00,NA,NA,NA,NA,NA,NA,IBGE,ficou 110 porque cortou o dedo sem querer,1,1,,
20-jun-03,20,6,2003,37,19,B,Tropidurus_torquatus,10a6a5p,100_60_5_,165,NA,recaptura,16.50,37.00,20.50,86.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-jul-03,11,7,2003,38,16,B,Tropidurus_torquatus,10a7a2p,100_70_2_,172,NA,,2.75,6.50,3.75,49.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
8-ago-03,8,8,2003,39,7,M,Tropidurus_torquatus,10a1a9p,100_10_9_,119,NA,recaptura,5.00,32.00,27.00,93.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
15-ago-03,15,8,2003,39,10,B,Tropidurus_torquatus,10a5a9p,100_50_9_,159,NA,recaptura,7.50,25.00,17.50,78.53,NA,NA,NA,NA,NA,IBGE,fêmea,1,1,,
22-ago-03,22,8,2003,39,7,A,Tropidurus_torquatus,10a1a9p,100_10_9_,119,NA,recaptura,6.00,32.50,26.50,94.60,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
22-ago-03,22,8,2003,39,16,B,Tropidurus_torquatus,4a,40_,40,NA,,6.00,13.50,7.50,60.79,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
5-set-03,5,9,2003,40,14,B,Tropidurus_torquatus,10a7a3p,100_70_3_,173,NA,captura,4.00,11.00,7.00,57.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
5-set-03,5,9,2003,40,3,B,Tropidurus_torquatus,10a7a7p,100_70_7_,177,NA,captura,7.00,13.50,6.50,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-set-03,12,9,2003,40,20,C,Tropidurus_torquatus,1a,10_,10,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,foi solto antes de medir e pesar,1,1,,
12-set-03,12,9,2003,40,18,B,Tropidurus_torquatus,NA,,dd,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-set-03,19,9,2003,40,15,M,Tropidurus_torquatus,10a4a5p,100_40_5_,145,NA,recaptura,3.50,23.00,19.50,83.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
19-set-03,19,9,2003,40,15,M,Tropidurus_torquatus,10a7a3p,100_70_3_,173,NA,recaptura,5.00,10.50,5.50,58.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
19-set-03,19,9,2003,40,20,A,Tropidurus_torquatus,1a7a5a1p,10_70_50_1_,j,NA,,3.75,9.50,5.75,60.00,NA,NA,NA,NA,NA,IBGE,171 OU 151,1,1,,
23-set-03,23,9,2003,40,18,B,Tropidurus_torquatus,10a7a5p,100_70_5_,175,NA,captura,5.50,37.50,32.00,96.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
23-set-03,23,9,2003,40,4,C,Tropidurus_torquatus,10a7a6p,100_70_6_,176,NA,captura,7.00,11.00,4.00,55.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
23-set-03,23,9,2003,40,4,C,Tropidurus_torquatus,10a7a7p,100_70_7_,177,NA,recaptura,3.00,11.00,8.00,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
26-set-03,26,9,2003,40,18,M,Tropidurus_torquatus,10a7a5p,100_70_5_,175,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recem capturado,1,1,,
